PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000073700 uM,Activity at 0.0000311978 uM,Activity at 0.0000755538 uM,Activity at 0.0001700784 uM,Activity at 0.0003537877 uM,Activity at 0.0007609388 uM,Activity at 0.00133 uM,Activity at 0.00267 uM,Activity at 0.00634 uM,Activity at 0.00855 uM,Activity at 0.017 uM,Activity at 0.041 uM,Activity at 0.071 uM,Activity at 0.179 uM,Activity at 0.354 uM,Activity at 0.663 uM,Activity at 1.576 uM,Activity at 1.933 uM,Activity at 5.110 uM,Activity at 9.286 uM,Activity at 17.35 uM,Activity at 44.46 uM,Activity at 93.38 uM,Activity at 162.7 uM,Compound QC
67,11114097,667484,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025176-01/220901890,,Inactive,,,,0,,,,,0,0,4,,6.2295,,,,,,0,,0,0,,8.2285,,0,0,,0,5.7578,,0,,1.0283,6.2295,,,QC'd by Tocris
68,11114116,4646,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025195-01/220901985,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,8.2003,,0,7.2767,,6.9774,,0,1.2465,,0,0,,0,,0,0,,,QC'd by Tocris
69,11114151,4521392,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025230-01/220900859,,Inactive,,,,0,,,,,0,0,4,,-0.8295,,,,,,0,,8.4895,0,,0,,0,2.5768,,0,1.1608,,4.3753,,0,-0.8295,,,QC'd by Tocris
70,11114155,3246906,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025234-01/220901400,,Inactive,,,,0,,,,,0,0,4,,-2.8831,,,,,,3.559,,3.77,0,,0,,0.3339,0,,0,6.2845,,8.2447,,0,-2.8831,,,QC'd by Tocris
71,11114156,73265386,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025235-01/220902355,,Inactive,,,,0,,-4.5792,4.095,0.4287,4,-7.6428,4,0 0 0 0 0 0 0 0 0 0 0,2.8119,,,,,,-13.4524,,-11.9048,-7.2738,,-7.5657,,-1.5417,-2.3263,,-10.1128,-9.1814,,-5.208,,-6.5155,2.8119,,,QC'd by Tocris
72,11114166,65243,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025245-01/220901799,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,4.46,,7.1074,0,,5.8675,,4.5346,0.1966,,0,0,,0,,0.4579,0,,,QC'd by Tocris
73,11114218,3447,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025297-01/220901013,,Inactive,,,,0,,,,,0,0,4,,1.6949,,,,,,-1.807,,1.3497,-5.2539,,-12.8991,,0.6031,-1.4768,,-0.5264,4.7712,,3.6074,,-3.5839,1.6949,,,QC'd by Tocris
74,11114221,16760554,Active,84,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025300-01/220901923,,Inhibitor,3.3173,90.8206,,84,Complete curve; high efficacy,-5.4792,4.9549,0.9972,-89.5402,1.2804,-1.1,0 0 0 0 0 0 0 0 0 0 0,-89.8998,,,,,,0,,0.3427,0,,2.296,,2.1546,0,,0,2.0944,,-83.5077,,-86.3767,-89.8998,,,QC'd by Tocris
75,11114244,72172,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025323-01/220901296,,Inhibitor,37.2212,127.0067,,10,Single point of activity,-4.4292,4.9549,0.9903,-124.9743,2.0325,-3,0 0 0 0 0 0 0 0 0 0 0,-94.6775,,,,,,2.9882,,0,0,,4.7123,,0,3.4297,,0,0,,0,,6.9451,-94.6775,,,QC'd by Tocris
76,11114251,4331799,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025330-01/220901465,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,0,,4.9616,0.321,,0,,2.0902,0,,1.7356,0,,0,,0,0,,,QC'd by Tocris
77,11114262,3784,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025341-01/220901334,,Inactive,,,,0,,,,,0,0,4,,5.1187,,,,,,-0.672,,6.5056,1.9942,,1.2419,,7.4752,1.4143,,-0.766,-0.9923,,1.2718,,-0.3525,5.1187,,,QC'd by Tocris
78,11114267,4205,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025346-01/220902000,,Inactive,,,,0,,-4.8792,0.5,0.5596,-11.2839,5.5,4,0 0 0 0 0 0 0 0 0 0 0,-7.7366,,,,,,8.8555,,8.3011,0,,3.2705,,0,7.9661,,3.6202,0,,-2.2377,,0.6741,-7.7366,,,QC'd by Tocris
79,11114278,47528,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025357-01/118816017,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,4.5922,,6.8122,8.6981,,1.6888,,1.3927,3.8447,,0,9.5068,,0,,9.5835,0,,,QC'd by Tocris
80,11114298,6604957,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00025379-01/220901357,,Inactive,,,,0,,,,,0,0,4,,5.1772,,,,,,0,,0,0,,0,,0,5.1124,,7.8948,5.9579,,3.8399,,0,5.1772,,,QC'd by Tocris
81,124391161,5113032,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00242458-01/220902123,,Inactive,,,,0,,-5.8792,1.111,0.5247,-4.7475,2,4,0 0 0 0 0 0 0 0 0 0 1,2.381,,,,,,0,,0,1.406,,8.3604,,1.9013,0,,0,-0.9055,,-4.3729,,-3.9763,2.381,,,QC'd by SigmaAldrich
82,124876875,3232621,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p5-KB-3-1-kinase/NCGC00010037-04/223519041,,Inhibitor,11.5821,97.9553,,42,Partial curve; high efficacy,-4.9362,1.8851,0.994,-95.6859,2.2694,-2.1,0 0 0 0 0 0 0,-88.1086,,,,,,,,-2.4417,,,0,,4.197,,3.868,,,2.2184,,-36.3596,,-88.1086,,,QC'd by GVK
83,124879024,2170,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015004-11/220901525,,Inactive,,,,0,,,,,0,0,4,,6.7372,,,,,,0,,6.4687,7.8023,,0,,-4.5129,6.916,,6.647,0,,0.4201,,6.5931,6.7372,,,QC'd by BIOMOL
84,124879094,1645,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015034-02/220902139,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,8.3598,,3.2336,7.1944,,0,,3.7713,0,,0,0,,0,,0,0,,,QC'd by Tocris
85,124879107,2130,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015036-08/220901917,,Inactive,,,,0,,,,,0,0,4,,5.5359,,,,,,0,,0,7.0811,,7.8726,,0,0,,0.2361,9.0519,,-0.1342,,0,5.5359,,,QC'd by BIOMOL
86,124879113,2154,Active,92,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015038-08/220902208,,Inhibitor,0.0332,83.0859,,92,Complete curve; high efficacy,-7.4792,4.9549,0.9911,-80.0812,3.0047,-1.1,0 0 0 0 0 0 0 0 0 0 0,-78.9753,,,,,,1.1364,,-2.9317,6.9608,,0,,-82.9456,-79.7088,,-80.1357,-78.3145,,-82.5173,,-75.4086,-78.9753,,,QC'd by SigmaAldrich
87,124879235,2230,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015075-07/220901963,,Inactive,,,,0,,,,,0,0,4,,6.891,,,,,,5.558,,0,6.5907,,0,,2.8873,0,,7.2252,7.0935,,0,,0,6.891,,,QC'd by BIOMOL
88,124879289,2157,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015096-11/220901907,,Inactive,,,,0,,-4.4292,4.9549,0.8796,-22.5184,0.5,4,0 0 0 0 0 0 0 0 0 0 0,-16.682,,,,,,0,,0,0,,0,,0,0,,0,0,,0,,6.1003,-16.682,,,QC'd by BIOMOL
89,124879458,3654103,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015173-02/220901362,,Inactive,,,,0,,-4.6792,4.5045,0.648,-12.5136,3.5,4,0 0 0 0 0 0 0 0 0 0 0,-12.0947,,,,,,1.5706,,5.9498,0,,0,,0,5.8188,,0,7.8604,,9.495,,0,-12.0947,,,QC'd by Tocris
90,124879543,1345,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015205-07/220900930,,Inactive,,,,0,,-5.2792,3.5117,0.7901,-7.6542,3.5,4,0 0 0 0 0 0 0 0 0 0 1,3.0813,,,,,,1.051,,1.6427,4.7075,,1.8971,,5.562,6.121,,1.385,3.5632,,-1.6359,,-7.2119,3.0813,,,QC'd by Tocris
91,124879605,2703,Active,40,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015225-03/220901023,,Inhibitor,26.3506,104.9298,,40,Partial curve; high efficacy,-4.5792,4.095,0.9802,-103.9204,1.0094,-2.1,0 0 0 0 0 0 0 0 0 0 0,-94.1308,,,,,,6.8098,,2.2471,1.9708,,2.2387,,0,1.7048,,5.7978,-7.4664,,-4.4505,,-10.7668,-94.1308,,,QC'd by Tocris
92,124879661,2370,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015245-07/220901899,,Inactive,,,,0,,,,,0,0,4,,3.3865,,,,,,0.5232,,0,0,,0,,8.5196,7.3302,,0,0,,8.5382,,5.7151,3.3865,,,QC'd by BIOMOL
93,124879709,2796,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015257-06/220900983,,Inactive,,,,0,,,,,0,0,4,,9.2388,,,,,,3.1659,,0,0,,6.7512,,0,0,,0.1041,7.7513,,0,,9.6512,9.2388,,,QC'd by Tocris
94,124879863,3100,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015335-11/220900961,,Inactive,,,,0,,-5.5292,4.9549,0.397,-0.7603,4.5,4,0 0 0 0 0 0 0 0 0 0 0,0,,,,,,3.4553,,0.6912,5.0755,,0,,9.8642,2.8301,,8.4342,7.5576,,-2.7169,,0,0,,,QC'd by BIOMOL
95,124880096,3372,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015436-09/220902019,,Inhibitor,18.6548,57.7701,,21,Partial curve; partial efficacy,-4.7292,2.7202,0.9736,-56.8529,0.9172,-2.2,0 0 0 0 0 0 0 0 0 0 0,-55.7381,,,,,,0.6586,,1.5303,-5.1206,,0,,1.0667,3.596,,0,5.9184,,0,,-21.2637,-55.7381,,,QC'd by BIOMOL
96,124880145,5469318,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p5-KB-3-1-kinase/NCGC00015448-03/223518892,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,-2.137,,,-5.1605,,-1.3024,,-4.0781,,,3.5825,,-7.0829,,0,,,QC'd by SigmaAldrich
97,124880186,3478,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015462-12/220901295,,Inactive,,,,0,,-4.4292,4.9549,0.7268,-38.5483,1,4,0 0 0 0 0 0 0 0 0 0 0,-28.7902,,,,,,-2.2343,,-11.1143,-0.9728,,8.537,,0,6.5607,,-3.2168,5.932,,2.5786,,3.0101,-28.7902,,,QC'd by BIOMOL
98,124880187,3538,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015463-02/220902152,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,0,,6.7281,0,,0.5135,,4.2476,0,,5.7464,0,,3.262,,0,0,,,QC'd by Tocris
99,124880194,3446,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015466-04/220901279,,Inactive,,,,0,,,,,0,0,4,,-11.5605,,,,,,1.184,,-2.1104,-3.8646,,-3.7277,,1.43,-11.2098,,-8.439,-6.0879,,7.7332,,-1.1571,-11.5605,,,QC'd by Tocris
100,124880226,5034,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015478-08/220902655,,Inactive,,,,0,,,,,0,0,4,,8.6539,,,,,,0,,0,1.6931,,0,,0,5.1331,,0,4.2972,,9.1739,,6.6303,8.6539,,,QC'd by SigmaAldrich
101,124880248,3450,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015482-05/220901956,,Inactive,,,,0,,-4.6792,4.095,0.5862,-11.1391,2,4,0 0 0 0 0 0 0 0 0 0 0,-10.5326,,,,,,8.9933,,0.9717,0,,0,,0,7.3922,,0,-0.6454,,1.227,,-1.1305,-10.5326,,,QC'd by BIOMOL
102,124880328,774,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015513-09/220900986,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,0,,0,0,,0,,9.3274,1.0217,,0,0,,0,,0,0,,,QC'd by BIOMOL
103,124880340,681,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015519-09/220901399,,Inactive,,,,0,,,,,0,0,4,,-3.1184,,,,,,0,,2.4009,0,,0.6763,,1.3366,0,,0,2.4173,,0,,4.9032,-3.1184,,,QC'd by BIOMOL
104,124880504,3820,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p5-KB-3-1-kinase/NCGC00015582-02/223519632,,Inhibitor,11.5821,99.8536,,42,Partial curve; high efficacy,-4.9362,1.8265,0.9955,-99.1369,0.7167,-2.1,0 0 0 0 0 0 0,-91.2862,,,,,,,,1.3274,,,-2.9067,,0,,0.2259,,,1.5468,,-40.4539,,-91.2862,,,QC'd by Tocris
105,124880531,3885,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015598-03/220902293,,Inactive,,,,0,,,,,0,0,4,,7.2701,,,,,,3.188,,7.9129,0,,0,,0,0,,5.8471,0,,0,,0,7.2701,,,QC'd by Prestwick Chemical; Inc.
106,124880557,39562,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015609-05/220902395,,Inactive,,,,0,,-5.5792,4.9549,0.3248,-7.7445,-0.5,4,0 0 0 0 0 0 0 0 0 0 1,4.9029,,,,,,-0.7255,,-4.0096,-5.8692,,-5.9041,,4.9578,7.5106,,1.509,-0.431,,-9.3704,,-5.9741,4.9029,,,QC'd by SIGMA
107,124880604,3973,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015622-02/220900802,,Inhibitor,18.6548,37.2934,,20,Partial curve; partial efficacy,-4.7292,2.7202,0.8228,-39.1906,-1.8972,-2.2,0 0 0 0 0 0 0 0 0 0 0,-40.8235,,,,,,-6.5447,,-4.1566,-4.6424,,2.9032,,-11.568,2.0719,,-1.5616,8.1482,,-3.1452,,-13.2012,-40.8235,,,QC'd by Tocris
108,124880639,4122,Active,95,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015647-03/220902338,,Inhibitor,0.0166,96.4199,,95,Complete curve; high efficacy,-7.7792,3.5117,0.9996,-91.3658,5.0541,-1.1,0 0 0 0 0 0 0 0 0 0 0,-91.1056,,,,,,6.6291,,4.4947,0,,-63.7742,,-90.2786,-91.4496,,-90.4581,-92.2886,,-92.1435,,-91.8182,-91.1056,,,QC'd by Tocris
109,124880718,4197,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015675-03/220901318,,Inactive,,,,0,,-7.9292,4.9549,0.3175,5,-0.7432,4,0 0 0 0 0 0 0 0 0 0 0,6.6605,,,,,,-0.1395,,1.3133,-2.7027,,7.7977,,0,8.6068,,7.5747,5.6463,,-2.5073,,4.4313,6.6605,,,QC'd by Tocris
110,124880739,896,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015680-14/220901811,,Inactive,,,,0,,,,,0,0,4,,5.2631,,,,,,0,,0,4.8829,,8.5531,,1.5375,0,,0,9.501,,0,,1.9345,5.2631,,,QC'd by BIOMOL
111,124880742,3025961,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015682-02/220901383,,Inactive,,,,0,,,,,0,0,4,,9.0518,,,,,,0,,0,0,,7.5082,,9.6837,0,,2.6384,6.2948,,0,,6.3725,9.0518,,,QC'd by Tocris
112,124880777,5281672,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015697-11/220902445,,Inactive,,,,0,,,,,0,0,4,,2.6245,,,,,,0,,7.7118,0,,0,,7.571,0,,0,0.6302,,5.8649,,8.8312,2.6245,,,QC'd by SIGMA
113,124880846,4488,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015724-14/220901590,,Inactive,,,,0,,,,,0,0,4,,5.8619,,,,,,-2.6965,,-3.695,0.3967,,1.7034,,7.2956,0.5053,,7.0098,-6.553,,0,,-0.6217,5.8619,,,QC'd by BIOMOL
114,124881022,5994,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015785-04/118812866,,Inhibitor,12.9953,30.5758,,21,Partial curve; partial efficacy,-4.8862,1.8265,0.9264,-40.5636,-9.9877,-2.2,0 0 0 0 0 0 0,-37.5482,,,,,,,,-7.4012,,,-12.7348,,-14.4222,,-7.7977,,,-7.0731,,-20.9557,,-37.5482,,,QC'd by Labotest
115,124881039,4713,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015790-02/220902538,,Inactive,,,,0,,,,,0,0,4,,-0.1467,,,,,,6.6553,,-2.3258,-7.2268,,1.6309,,4.5172,-2.5988,,-9.2503,8.9782,,-0.9481,,-0.6156,-0.1467,,,QC'd by Tocris
116,124881118,4932,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015819-11/220901416,,Inactive,,,,0,,-4.4292,4.9549,0.6229,-22.5582,3,4,0 0 0 0 0 0 0 0 0 0 0,-15.8818,,,,,,-7.4765,,-1.0659,2.8004,,7.125,,4.3609,3.5766,,6.0645,7.8138,,0,,4.8504,-15.8818,,,QC'd by BIOMOL
117,124881233,5462338,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015856-08/118812999,,Inhibitor,33.1734,115.4703,,10,Single point of activity,-4.4792,4.9549,0.9903,-110.9211,4.5492,-3,0 0 0 0 0 0 0 0 0 0 0,-91.9744,,,,,,1.5192,,6.162,6.1275,,4.363,,0,5.7661,,6.4782,9.118,,0.4042,,4.0825,-91.9744,,,QC'd by Prestwick Chemical; Inc.
118,124881272,5280343,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015870-16/220900946,,Inactive,,,,0,,,,,0,0,4,,4.7659,,,,,,0,,0,3.5129,,0.3592,,3.7939,0,,5.9685,0,,0,,0,4.7659,,,QC'd by SIGMA
119,124881282,16759993,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015871-07/220902494,,Inactive,,,,0,,,,,0,0,4,,7.8344,,,,,,0,,7.8468,6.3143,,0,,0,8.0918,,8.9989,4.0496,,8.6484,,4.7085,7.8344,,,QC'd by SigmaAldrich
120,124881314,5073,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015883-08/220902011,,Inactive,,,,0,,-8.4792,4.9549,0.366,1,-6.1058,4,0 0 0 0 0 0 0 0 0 0 0,0.6235,,,,,,-5.4701,,-6.3382,5.5431,,0.8349,,-6.2659,0.7188,,0,0,,8.7749,,0.9307,0.6235,,,QC'd by BIOMOL
121,124881325,5052,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015888-04/220901975,,Inactive,,,,0,,-9.0292,4.9549,0.5122,1.2392,13,4,0 0 0 0 0 0 0 0 0 0 1,3.8927,,,,,,9.9078,,0.2083,0,,0,,0.692,7.4681,,0,4.8282,,0,,-0.2173,3.8927,,,QC'd by Tocris
122,124881418,1102,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015937-02/220902269,,Inactive,,,,0,,,,,0,0,4,,1.3268,,,,,,0,,0.1465,0,,8.7182,,0,0,,0,0,,0,,8.6079,1.3268,,,QC'd by Tocris
123,124881463,8515,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015958-02/220901688,,Inhibitor,29.5659,44.7332,,10,Single point of activity,-4.5292,4.9549,0.8836,-43.1315,1.6017,-3,0 0 0 0 0 0 0 0 0 0 0,-38.6124,,,,,,0.487,,9.3544,-0.6815,,0,,8.1996,-6.2678,,3.8518,-1.9837,,1.3859,,0,-38.6124,,,QC'd by Tocris
124,124881488,5355,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015966-03/220901977,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,3.1657,,4.2614,8.1448,,3.7778,,0,0,,0,0,,7.6353,,4.0296,0,,,QC'd by Tocris
125,124881501,92409,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015977-02/220901958,,Inactive,,,,0,,,,,0,0,4,,5.0473,,,,,,3.3235,,2.6035,3.9107,,3.8889,,0.6683,0,,0,0,,0,,0,5.0473,,,QC'd by Tocris
126,124881567,3117,Active,92,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016000-10/220902280,,Inhibitor,0.0833,93.8194,,92,Complete curve; high efficacy,-7.0792,2.7202,0.9976,-93.415,0.4044,-1.1,0 0 0 0 0 0 0 0 0 0 0,-94.934,,,,,,1.0221,,0,0,,0,,-31.3637,-88.5576,,-88.4544,-91.7111,,-93.5643,,-93.9475,-94.934,,,QC'd by SIGMA
127,124881625,5328779,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p5-KB-3-1-kinase/NCGC00016014-07/223519343,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,-11.2953,,,0,,1.2575,,-12.6623,,,0,,0,,0,,,QC'd by Broad
128,124881626,2390,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016014-08/220901759,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,0,,0,0,,8.7173,,0.4037,1.4739,,0,0.2362,,0,,0,0,,,QC'd by SIGMA
129,124881649,2051,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016017-07/220902421,,Inhibitor,16.6261,114.0703,,42,Partial curve; high efficacy,-4.7792,1.2876,0.9836,-110.0214,4.0489,-2.1,0 0 0 0 0 0 0 0 0 0 0,-91.6845,,,,,,0,,9.5368,0,,4.1307,,6.8753,5.8348,,0,0,,-21.2222,,-46.2453,-91.6845,,,QC'd by BIOMOL
130,124881679,5328770,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p5-KB-3-1-kinase/NCGC00016028-07/223518903,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,-1.1587,,-2.9259,,-10.0567,,,-1.969,,0,,0,,,QC'd by SigmaAldrich
131,124881795,2520,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016083-13/220901301,,Inactive,,,,0,,-6.068,4.9549,0.5862,-6.7131,2,4,0 0 0 0 0 0 0 0 0 0 0,-13.0943,,,,,,,-1.3076,,3.72,4.5305,,-4.5106,,4.1009,5.4365,,-5.3624,-6.1781,,-6.3856,,-1.9992,-13.0943,,QC'd by Tocris
132,124881817,3003565,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p5-KB-3-1-kinase/NCGC00016094-07/223519084,,Inactive,,,,0,,,,,0,0,4,,-4.0297,,,,,,,,2.308,,,0.9016,,0,,0,,,0,,0,,-4.0297,,,QC'd by SigmaAldrich
133,124881846,5712,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016103-06/220901906,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,2.698,,6.0429,6.865,,6.8065,,0,1.1265,,0,0,,5.1149,,5.2634,0,,,QC'd by SIGMA
134,124881900,5311501,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016210-06/220901620,,Inhibitor,13.2066,93.2864,,42,Partial curve; high efficacy,-4.8792,3.132,0.9879,-96.6801,-3.3937,-2.1,0 0 0 0 0 0 0 0 0 0 0,-93.6823,,,,,,-4.9045,,-6.0655,5.2545,,-4.797,,-3.6224,-3.1761,,-8.3197,-3.2067,,-6.4704,,-62.3773,-93.6823,,,QC'd by SigmaAldrich
135,124882053,5775,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016311-16/220901256,,Inactive,,,,0,,,,,0,0,4,,5.5258,,,,,,7.9917,,0,2.0892,,0,,5.2077,8.4861,,0,0,,0,,6.3685,5.5258,,,QC'd by BIOMOL
136,124882261,5359389,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p5-KB-3-1-kinase/NCGC00016435-08/223519360,,Inhibitor,29.0929,88.7005,,10,Single point of activity,-4.5362,4.9549,1,-88.7486,-0.0481,-3,0 0 0 0 0 0 0,-80.4812,,,,,,,,0,,,0,,0,,0,,,0,,0,,-80.4812,,,QC'd by Broad
137,124882270,73265412,Active,94,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016447-02/220901253,,Inhibitor,0.0264,97.6631,,94,Complete curve; high efficacy,-7.5792,3.5117,0.9988,-92.0925,5.5706,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.59,,,,,,5.2307,,5.7043,1.7604,,-21.7476,,-89.2278,-91.1259,,-91.6652,-92.3264,,-92.2429,,-91.8058,-93.59,,,QC'd by SIGMA
