PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000457000 uM,Activity at 0.0001972026 uM,Activity at 0.0003839484 uM,Activity at 0.0008898812 uM,Activity at 0.00155 uM,Activity at 0.00213 uM,Activity at 0.00547 uM,Activity at 0.00919 uM,Activity at 0.017 uM,Activity at 0.027 uM,Activity at 0.052 uM,Activity at 0.092 uM,Activity at 0.191 uM,Activity at 0.436 uM,Activity at 0.684 uM,Activity at 1.305 uM,Activity at 2.310 uM,Activity at 4.906 uM,Activity at 10.69 uM,Activity at 15.09 uM,Activity at 33.08 uM,Activity at 57.10 uM,Activity at 112.0 uM,Activity at 226.8 uM,Activity at 254.9 uM,Compound QC
RESULT_TYPE,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
56,363678023,44402523,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00371087-01/222281187,,Inhibitor,3.1623,84.7387,84,Complete curve; high efficacy,-5.5,3.5117,0.9959,-88.5709,-3.8322,-1.1,0 0 0 0 0 0,-85.2834,,,,,,,,,-4.2372,,,-1.1091,,-6.0364,,,-25.4077,,-91.1224,,,-85.2834,,,,QC'd by Tocris
57,363678274,46240292,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00378914-01/222283611,,Inhibitor,4.4668,93.3932,84,Complete curve; high efficacy,-5.35,2.0937,0.9914,-90.8521,2.541,-1.1,0 0 0 0 0,-94.0498,,,,,,,,,7.591,,,-0.666,,,,,-18.4231,,-75.2076,,,-94.0498,,,,QC'd by MedChem Express
58,363678298,56599306,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00378973-02/222284344,,Inhibitor,5.0119,117.7533,84,Complete curve; high efficacy,-5.3,1.3437,0.9995,-94.8709,22.8824,-1.1,0 0 0 0 0,-90.0236,,,,,,,,,24.3884,,,20.9877,,,,,-7.9145,,-66.4318,,,-90.0236,,,,QC'd by ChemieTek
59,363678337,60923,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379068-01/222283291,,Inhibitor,4.4668,103.419,84,Complete curve; high efficacy,-5.35,1.8579,0.9961,-88.3313,15.0877,-1.1,0 0 0 0 0,-89.7748,,,,,,,,,12.3031,,,17.9947,,,,,-9.8272,,-69.3803,,,-89.7748,,,,QC'd by MedChem Express
60,363678544,45783058,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00380333-01/222283099,,Inhibitor,3.5481,106.5395,84,Complete curve; high efficacy,-5.45,1.5296,0.9972,-81.5432,24.9963,-1.1,0 0 0 0 0 0,-79.7263,,,,,,,,,28.9533,,21.7916,,,21.1629,,3.3265,,,-55.854,,-79.7263,,,,,QC'd by Analyticon
61,363679153,24748204,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00381554-06/222284345,,Inhibitor,4.4668,121.6869,84,Complete curve; high efficacy,-5.35,1.1521,0.9962,-99.7352,21.9517,-1.1,0 0 0 0 0,-92.5064,,,,,,,,,26.1515,,,16.2612,,,,,-16.5651,,-70.2763,,,-92.5064,,,,QC'd by Glixx
62,363680175,53338167,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00386266-01/222283585,,Inhibitor,3.1623,100.6482,84,Complete curve; high efficacy,-5.5,2.4729,0.9826,-89.6389,11.0093,-1.1,0 0 0 0 0,-90.2956,,,,,,,,,1.2382,,,19.7975,,,,,-19.6541,,-84.5068,,,-90.2956,,,,QC'd by Selleck
63,363680462,53364510,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00386845-01/222279981,,Inhibitor,3.9811,114.8176,84,Complete curve; high efficacy,-5.4,1.5386,0.9997,-98.9098,15.9077,-1.1,0 0 0 0 0 0,-96.4033,,,,,,,,,15.5645,,,17.2234,,11.1783,,,-18.2917,,-80.3968,,,-96.4033,,,,QC'd by Evotec
64,363680478,23602075,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00386875-01/222280156,,Inhibitor,5.0119,110.5105,84,Complete curve; high efficacy,-5.3,1.222,0.9959,-97.8001,12.7103,-1.1,0 0 0 0 0 0,-91.5732,,,,,,,,,13.3415,,,14.3463,,2.2856,,,-15.197,,-70.2754,,,-91.5732,,,,QC'd by Evotec
65,363680638,49783953,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00387486-01/222281137,,Inhibitor,4.4668,84.3014,84,Complete curve; high efficacy,-5.35,1.1762,0.9639,-93.1752,-8.8738,-1.1,0 0 0 0 0 0,-88.7383,,,,,,,,,-17.775,,,0,,-20.6197,,,-33.536,,-73.3625,,,-88.7383,,,,QC'd by Tocris
66,363680662,16760291,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00387775-03/222284072,,Inhibitor,3.9811,114.6702,84,Complete curve; high efficacy,-5.4,1.2641,0.9985,-97.1843,17.4859,-1.1,0 0 0 0 0,-94.1708,,,,,,,,,14.5993,,,18.6416,,,,,-20.8699,,-71.7252,,,-94.1708,,,,QC'd by Bio Vision
67,363680757,75299874,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389274-02/222280437,,Inhibitor,3.5481,96.6167,84,Complete curve; high efficacy,-5.45,4.095,0.9917,-84.9969,11.6198,-1.1,0 0 0 0 0 0,-87.1161,,,,,,,,,18.5185,,,5.0329,,11.8702,,,-2.5046,,-82.536,,,-87.1161,,,,QC'd by Bio Vision
68,363680835,53394059,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389704-01/222281478,,Inhibitor,3.5481,89.8797,84,Complete curve; high efficacy,-5.45,4.095,0.9669,-79.7383,10.1414,-1.1,0 0 0 0 0 0,-87.7989,,,,,,,,,18.9527,,,0,,14.1793,,,-4.9648,,-70.1751,,,-87.7989,,,,QC'd by APExBIO
69,363681004,54728414,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00402263-03/222280843,,Inhibitor,3.9811,97.4303,84,Complete curve; high efficacy,-5.4,2.3531,0.9794,-88.6972,8.7331,-1.1,1 0 0 0 0 0,-91.2522,,,,,,,,,21.4344,,,0,,17.9115,,,-14.5509,,-78.0783,,,-91.2522,,,,QC'd by Glixx
70,376241560,134827993,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488467-01/222161049,,Inhibitor,4.396,100.1892,84,Complete curve; high efficacy,-5.3569,1.2221,0.9983,-100.9901,-0.8008,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.8586,,,,,,0.1498,-0.1741,,-2.7165,,-2.3198,,0.0765,-7.6211,,-23.699,,-48.1997,,-80.1345,-95.5367,,-97.8586,,,QC'd by CANVASS
71,376241630,11757702,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488501-01/222161124,,Inhibitor,6.2095,95.7969,84,Complete curve; high efficacy,-5.2069,1,0.9912,-107.4262,-11.6293,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.9192,,,,,,-8.7908,-15.3744,,-7.9431,,-13.4475,,-18.8727,-18.2205,,-29.8717,,-45.2692,,-78.2144,-95.1886,,-98.9192,,,QC'd by CANVASS
72,376241640,57332561,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488455-01/222161134,,Inhibitor,4.396,124.5018,84,Complete curve; high efficacy,-5.3569,1.5095,0.9835,-102.3907,22.1111,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.8741,,,,,,25.7496,31.1915,,27.9988,,11.3825,,19.5499,9.6931,,-0.8936,,-30.0368,,-88.8768,-98.1839,,-98.8741,,,QC'd by CANVASS
73,376241694,11420157,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488473-01/222161190,,Inhibitor,6.9671,102.6355,84,Complete curve; high efficacy,-5.1569,1.21,0.9939,-108.1565,-5.521,-1.1,0 0 0 0 0 0 0 0 0 0 0,-100.1449,,,,,,-10.1084,-4.9397,,-2.7332,,-6.1857,,-2.831,-11.2879,,-21.4544,,-38.8463,,-76.0329,-98.2531,,-100.1449,,,QC'd by CANVASS
74,376241728,73441609,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00355511-02/222160870,,Inhibitor,4.396,106.3716,84,Complete curve; high efficacy,-5.3569,1.3723,0.992,-102.6264,3.7452,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.4442,,,,,,-7.0694,5.5295,,7.5601,,5.37,,4.0642,1.8375,,-16.2183,,-48.5184,,-82.8763,-98.5725,,-99.4442,,,QC'd by CANVASS
75,376241735,137276861,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488746-01/222160878,,Inhibitor,4.396,106.1205,84,Complete curve; high efficacy,-5.3569,1.6259,0.9971,-99.0111,7.1095,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.8134,,,,,,9.2447,10.5629,,5.3155,,7.4659,,1.74,6.9469,,-9.4234,,-43.2122,,-84.8629,-95.0787,,-98.8134,,,QC'd by CANVASS
76,376241779,134827964,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488527-01/222160922,,Inhibitor,6.2095,117.3094,84,Complete curve; high efficacy,-5.2069,1.1,0.9965,-107.3638,9.9456,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.8617,,,,,,8.7505,11.6451,,10.3557,,9.1649,,9.2578,0.8171,,-10.1683,,-31.3419,,-73.5642,-95.394,,-98.8617,,,QC'd by CANVASS
77,376241787,134827962,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488536-01/222160930,,Inhibitor,6.2095,110.8613,84,Complete curve; high efficacy,-5.2069,1.21,0.9891,-107.662,3.1993,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.1363,,,,,,7.507,4.7041,,-1.8559,,-1.7576,,6.3132,-3.289,,-16.0583,,-32.1488,,-77.8071,-98.1459,,-99.1363,,,QC'd by CANVASS
78,376241874,91884783,Active,84,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488458-01/222161017,,Inhibitor,4.8405,87.3104,84,Complete curve; high efficacy,-5.3151,1.331,0.9788,-103.6839,-16.3734,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.1855,,,,-8.2317,,-21.8132,,-10.0956,,-19.0766,-15.8895,,-26.1954,,-22.8042,,-36.5401,,-67.0767,-94.3249,,-98.1855,,,,QC'd by CANVASS
79,363677960,10094345,Active,83,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00370963-01/222280402,,Inhibitor,7.0795,90.0308,83,Complete curve; high efficacy,-5.15,4.095,0.9976,-90.7929,-0.7621,-1.1,0 0 0 0 0 0,-91.71,,,,,,,,,0.0732,,,0.9113,,0,,,-5.7403,,-78.55,,,-91.71,,,,QC'd by Tocris
80,363678338,10195250,Active,83,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379069-03/222281088,,Inhibitor,7.9433,89.2847,83,Complete curve; high efficacy,-5.1,4.9549,0.9945,-87.1592,2.1255,-1.1,0 0 0 0 0 0,-85.9558,,,,,,,,,0,,,0,,0,,,7.7894,,-75.5842,,,-85.9558,,,,QC'd by Adooq
81,363680359,53483920,Active,83,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00386618-01/222281059,,Inhibitor,7.9433,90.5872,83,Complete curve; high efficacy,-5.1,4.095,0.9992,-91.3105,-0.7233,-1.1,0 0 0 0 0 0,-92.2328,,,,,,,,,0,,,0,,0,,,-3.0912,,-73.331,,,-92.2328,,,,QC'd by Axon Medchem
82,363681250,5461634,Active,83,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00485182-01/222279973,,Inhibitor,7.9433,89.1582,83,Complete curve; high efficacy,-5.1,4.095,0.9898,-90.9415,-1.7833,-1.1,0 0 0 0 0 0,-90.2198,,,,,,,,,2.6134,,,0,,0,,,-10.3306,,-74.975,,,-90.2198,,,,QC'd by SIGMA
83,376241627,1880,Active,83,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00095217-09/222161120,,Inhibitor,6.9671,96.5959,83,Complete curve; high efficacy,-5.1569,0.7,0.9777,-100.9165,-4.3206,-1.1,0 0 0 0 0 0 0 0 0 0 0,-90.9158,,,,,,-6.0382,-1.5718,,-9.4051,,-7.8558,,-12.5647,-6.3326,,-35.0147,,-47.2741,,-57.8316,-78.2809,,-90.9158,,,QC'd by CANVASS
84,376241685,134827953,Active,83,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488454-01/222161180,,Inhibitor,9.8413,88.938,83,Complete curve; high efficacy,-5.0069,1.6604,0.9968,-102.1484,-13.2104,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.981,,,,,,-12.8793,-8.4658,,-15.8001,,-13.8247,,-13.0518,-15.525,,-18.0528,,-31.0815,,-67.5073,-94.2681,,-98.981,,,QC'd by CANVASS
85,376241819,44237956,Active,83,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00347528-03/222160962,,Inhibitor,7.8173,112.4993,83,Complete curve; high efficacy,-5.1069,1.6266,0.9965,-101.8743,10.625,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.7154,,,,,,13.0208,13.1267,,12.1888,,11.1082,,9.535,6.8692,,-1.2509,,-16.3972,,-67.0731,-96.3959,,-98.7154,,,QC'd by CANVASS
86,376241842,134827943,Active,83,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488632-01/222160985,,Inhibitor,9.8413,83.9284,83,Complete curve; high efficacy,-5.0069,1.8851,0.9939,-99.3714,-15.4431,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.5828,,,,,,-12.9611,-17.9405,,-15.3717,,-20.5285,,-10.0771,-15.5021,,-16.9534,,-29.107,,-66.5425,-93.7632,,-98.5828,,,QC'd by CANVASS
87,376241845,91799707,Active,83,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488649-01/222160988,,Inhibitor,7.8173,105.0281,83,Complete curve; high efficacy,-5.1069,1.4641,0.9912,-107.1026,-2.0745,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.1691,,,,,,-6.1478,-2.4398,,4.5554,,-3.9719,,-1.5192,-4.0627,,-13.9775,,-28.894,,-75.9358,-96.3069,,-99.1691,,,QC'd by CANVASS
88,363677982,9803242,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00370994-02/222281727,,Inhibitor,7.9433,75.7962,82,Complete curve; high efficacy,-5.1,4.095,0.9829,-80.5507,-4.7544,-1.1,0 0 0 0 0 0,-80.932,,,,,,,,,1.6124,,,-7.5065,,-1.3728,,,-12.4075,,-66.207,,,-80.932,,,,QC'd by Tocris
89,363680527,91895223,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00387032-01/222280754,,Inhibitor,8.9125,92.5301,82,Complete curve; high efficacy,-5.05,4.9549,0.9909,-84.9144,7.6157,-1.1,0 0 0 0 0 0,-84.7449,,,,,,,,,12.941,,,1.9859,,4.1228,,,10.9325,,-64.2422,,,-84.7449,,,,QC'd by SynKinase
90,376241562,12780142,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488597-01/222161051,,Inhibitor,11.0422,92.9654,82,Complete curve; high efficacy,-4.9569,1.4641,0.9834,-98.7994,-5.834,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.8621,,,,,,-18.4445,-4.5482,,-1.0434,,-3.3241,,-4.1977,-4.4436,,-11.2955,,-24.8333,,-57.0532,-84.6629,,-96.8621,,,QC'd by CANVASS
91,376241570,21582644,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488470-01/222161060,,Inhibitor,15.5975,128.4203,82,Complete curve; high efficacy,-4.8069,1.5579,0.9836,-105.9799,22.4404,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.9339,,,,,,26.4217,23.3125,,13.526,,28.1963,,30.2971,19.9063,,14.643,,2.5581,,-23.7846,-86.2809,,-97.9339,,,QC'd by CANVASS
92,376241592,10763962,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488552-01/222161084,,Inhibitor,15.5975,105.8023,82,Complete curve; high efficacy,-4.8069,1.4163,0.989,-107.8862,-2.0839,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.7969,,,,,,1.7611,-6.1339,,5.3976,,-6.0827,,-2.1542,-3.5257,,-6.397,,-19.8712,,-44.7658,-88.8652,,-98.7969,,,QC'd by CANVASS
93,376241625,6483648,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488548-01/222161118,,Inhibitor,15.5975,118.5372,82,Complete curve; high efficacy,-4.8069,2.1211,0.9844,-101.7251,16.8121,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.2621,,,,,,19.2129,26.2718,,8.6298,,17.3775,,22.1503,18.0828,,8.8245,,4.7066,,-25.1775,-90.3792,,-98.2621,,,QC'd by CANVASS
94,376241720,5316430,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00169419-03/222160862,,Inhibitor,12.3895,113.8561,82,Complete curve; high efficacy,-4.9069,1.6259,0.9941,-101.6172,12.2389,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.7783,,,,,,7.4426,14.4844,,13.1998,,13.4609,,14.4712,12.2097,,7.1832,,-8.9298,,-40.7087,-90.3693,,-96.7783,,,QC'd by CANVASS
95,376241724,134827968,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488595-01/222160866,,Inhibitor,15.5975,106.2932,82,Complete curve; high efficacy,-4.8069,1.6259,0.9756,-103.4907,2.8025,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.129,,,,,,-8.6542,12.9709,,-5.0656,,6.5613,,5.1823,7.3365,,-1.2378,,-10.9325,,-38.6563,-84.4621,,-99.129,,,QC'd by CANVASS
96,376241763,134828030,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488599-01/222160906,,Inhibitor,15.5975,108.1724,82,Complete curve; high efficacy,-4.8069,2.4064,0.9934,-104.4175,3.7549,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.4452,,,,,,5.444,7.8389,,5.8121,,6.2614,,3.6432,2.3404,,-0.0947,,-6.3406,,-35.9866,-97.2972,,-99.4452,,,QC'd by CANVASS
97,376241767,137276862,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488631-01/222160910,,Inhibitor,13.9013,95.1447,82,Complete curve; high efficacy,-4.8569,1,0.9757,-109.5793,-14.4345,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.6642,,,,,,-7.5998,-21.4544,,-16.0036,,-15.1628,,-6.5165,-20.0436,,-28.9994,,-34.2263,,-57.8097,-87.4429,,-97.6642,,,QC'd by CANVASS
98,376241778,134827985,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488533-01/222160921,,Inhibitor,15.5975,106.5721,82,Complete curve; high efficacy,-4.8069,1.5936,0.9962,-100.1763,6.3958,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.212,,,,,,4.9897,5.4821,,8.3851,,6.958,,4.5724,6.9702,,2.0894,,-0.6932,,-39.3899,-76.1834,,-98.212,,,QC'd by CANVASS
99,376241803,9873674,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488594-01/222160946,,Inhibitor,13.9013,113.6151,82,Complete curve; high efficacy,-4.8569,1.2876,0.9798,-107.4526,6.1625,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.4931,,,,,,-7.5461,12.5523,,7.8363,,11.2001,,5.0678,9.0937,,-4.9411,,-12.2681,,-44.9451,-85.2235,,-99.4931,,,QC'd by CANVASS
100,376241830,6918328,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00165733-12/222160973,,Inhibitor,13.9013,90.0884,82,Complete curve; high efficacy,-4.8569,1.4163,0.9837,-104.2337,-14.1454,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.7062,,,,,,-23.477,-12.8769,,-9.5784,,-15.2456,,-9.3407,-17.198,,-13.2395,,-30.3178,,-55.33,-89.0943,,-98.7062,,,QC'd by CANVASS
101,376241851,134828025,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488798-01/222160994,,Inhibitor,15.5975,85.7136,82,Complete curve; high efficacy,-4.8069,3.0654,0.9867,-100.189,-14.4755,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.8058,,,,,,-17.9336,-20.1166,,-14.5641,,-16.8264,,-14.7223,-6.4499,,-14.5986,,-10.2988,,-45.3807,-95.4112,,-98.8058,,,QC'd by CANVASS
102,376241870,50900234,Active,82,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488464-01/222161013,,Inhibitor,11.0422,131.9604,82,Complete curve; high efficacy,-4.9569,1.5579,0.997,-102.3497,29.6107,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.355,,,,,,26.8051,32.0283,,34.248,,27.127,,26.6142,31.7674,,25.072,,3.0338,,-42.1417,-87.8691,,-97.355,,,QC'd by CANVASS
103,376241678,102516048,Active,81,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488615-01/222161173,,Inhibitor,24.7203,128.6527,81,Complete curve; high efficacy,-4.6069,2.4064,0.9873,-106.3583,22.2944,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.9212,,,,,,25.3773,18.092,,23.2598,,19.5605,,25.9367,21.6184,,13.8862,,23.5024,,6.3008,-80.9951,,-97.9212,,,QC'd by CANVASS
104,376241807,54704283,Active,81,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00179934-02/222160950,,Inhibitor,22.032,91.1307,81,Complete curve; high efficacy,-4.6569,1.8851,0.9833,-105.2968,-14.1662,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.4971,,,,,,-17.746,-12.6553,,-16.9519,,-12.4662,,-19.6808,-10.8332,,-13.1119,,-16.0765,,-31.157,-86.335,,-97.4971,,,QC'd by CANVASS
105,376241859,134828031,Active,81,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488541-01/222161002,,Inhibitor,17.5007,133.11,81,Complete curve; high efficacy,-4.7569,1.6259,0.9854,-102.0726,31.0373,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.1306,,,,,,26.6906,40.8131,,40.3907,,26.3439,,25.0378,29.6406,,27.7723,,14.5115,,-12.3736,-73.1941,,-97.1306,,,QC'd by CANVASS
106,376241797,20056614,Active,67,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00380835-02/222160940,,Inhibitor,1.3901,74.096,67,Complete curve; partial efficacy,-5.8569,1.6604,0.9943,-100.4633,-26.3674,-1.2,0 0 0 0 0 0 0 0 0 0 0,-99.666,,,,,,-28.1504,-19.4552,,-26.1982,,-29.6201,,-29.4131,-38.1021,,-64.0365,,-92.3508,,-99.0862,-99.5199,,-99.666,,,QC'd by CANVASS
107,376241776,10747094,Active,66,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488600-01/222160919,,Inhibitor,2.2032,67.3901,66,Complete curve; partial efficacy,-5.6569,1.4787,0.9907,-101.8339,-34.4438,-1.2,0 0 0 0 0 0 0 0 0 0 0,-100.4279,,,,,,-34.2687,-30.3646,,-33.8209,,-41.8838,,-34.2972,-41.089,,-58.4575,,-81.6499,,-99.4603,-99.8846,,-100.4279,,,QC'd by CANVASS
108,363680393,10229498,Active,64,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00386680-01/222281049,,Inhibitor,3.9811,79.6689,64,Complete curve; partial efficacy,-5.4,1.8508,0.977,-90.1579,-10.4891,-1.2,0 0 0 0 0 0,-87.8732,,,,,,,,,-16.9691,,,-1.5471,,-16.8283,,,-31.6169,,-82.078,,,-87.8732,,,,QC'd by Axon Medchem
109,363680408,44476535,Active,64,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00386705-01/222280668,,Inhibitor,2.5119,67.9619,64,Complete curve; partial efficacy,-5.6,1.0693,0.9987,-67.5039,0.458,-1.2,0 0 0 0 0 0,-65.4199,,,,,,,,,-1.0713,,,0,,-9.6586,,,-32.5438,,-55.4271,,,-65.4199,,,,QC'd by Axon Medchem
110,376241666,64971,Active,64,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00163409-12/222161161,,Inhibitor,6.2095,67.9532,64,Complete curve; partial efficacy,-5.2069,1.331,0.9889,-101.4003,-33.4471,-1.2,0 0 0 0 0 0 0 0 0 0 0,-98.8307,,,,,,-39.4935,-30.0048,,-32.4905,,-33.21,,-32.5303,-37.8756,,-37.5605,,-60.8462,,-81.526,-96.3004,,-98.8307,,,QC'd by CANVASS
